id,nama,url,harga
583,Filter UV Hoya Pro 1 CPL 67mm,https://galaxycamera.id/en/filter-uv-hoya-pro-1-cpl-67mm.html,"Rp160.000,00"
584,Filter UV Hoya Pro 1 CPL 52mm,https://galaxycamera.id/en/filter-uv-hoya-pro-1-cpl-52mm.html,"Rp150.000,00"
585,Leather Case Sony A6000/A6300 Coffee,https://galaxycamera.id/en/leather-case-sony-a6000-a6300-coffee.html,"Rp175.000,00"
586,Leather Case Sony A5000/A5100 Coffee,https://galaxycamera.id/en/leather-case-sony-a5000-5100-coffee.html,"Rp175.000,00"
587,Leather Case Fujifilm XT20/XT10 Brown,https://galaxycamera.id/en/leather-case-fujifilm-xt20-xt10-brown.html,"Rp200.000,00"
588,Leather Case Fujifilm XA2/XA3/XA10 Coffee,https://galaxycamera.id/en/leather-case-fujifilm-xa2-xa3-xa10-coffee.html,"Rp175.000,00"
589,Leather Case Canon Eos M3 Coffee,https://galaxycamera.id/en/leather-case-canon-eos-m3-coffee.html,"Rp175.000,00"
590,Leather Case Canon Eos M3 Brown,https://galaxycamera.id/en/leather-case-canon-eos-m3-brown.html,"Rp175.000,00"
591,Leather Hand Strap For Mirrorless,https://galaxycamera.id/en/leather-hand-strap-for-mirrorless.html,"Rp100.000,00"
592,Bodycase Panasonic Lumix GX85 Brown,https://galaxycamera.id/en/bodycase-panasonic-lumix-gx85-brown.html,"Rp175.000,00"
593,Bodycase Panasonic Lumix GX85 Black,https://galaxycamera.id/en/bodycase-panasonic-lumix-gx85-black.html,"Rp175.000,00"
594,Cleaning Kit Kokaii 6 in 1,https://galaxycamera.id/en/cleaning-kit-kokaii-6-in-1.html,"Rp75.000,00"
595,Dual USB Charger For Baterai NP-W126,https://galaxycamera.id/en/dual-usb-charger-for-baterai-np-w126.html,"Rp180.000,00"
596,Baterai Wasabi Power KIT-BB-LPE12,https://galaxycamera.id/en/baterai-wasabi-power-kit-bb-lpe12.html,"Rp500.000,00"
597,Tas Camera SDV MR-902 Blue,https://galaxycamera.id/en/tas-camera-sdv-mr-902-blue.html,"Rp220.000,00"
598,Tas Camera SDV MR-902 Grey,https://galaxycamera.id/en/tas-camera-sdv-mr-902-grey.html,"Rp220.000,00"
599,Panasonic Lumix DMC-GX85 Kit 12-32mm Silver,https://galaxycamera.id/en/panasonic-lumix-dmc-gx85-silver.html,"Rp8.999.000,00"
600,Sony HXR-MC2500 Camcorder,https://galaxycamera.id/en/sony-hxr-mc2500.html,"Rp10.450.000,00"
601,Canon EOS M50 Kit EF-M 15-45mm IS STM White,https://galaxycamera.id/en/canon-eos-m50-kit-15-45mm-white.html,"Rp11.200.000,00"
602,Tas Camera SDV MR-502C Brown,https://galaxycamera.id/en/tas-camera-sdv-mr-502c-brown.html,"Rp220.000,00"
603,Viltrox Mount Adapter EF-M1,https://galaxycamera.id/en/adapter-mount-viltrox-ef-m1.html,"Rp1.900.000,00"
604,Lensa 7Artisans 25mm F1.8 Fuji XF Mount,https://galaxycamera.id/en/7artisans-25mm-f18-fuji-xf-mount.html,"Rp790.000,00"
605,Lensa Yongnuo 100mm F2 For Nikon,https://galaxycamera.id/en/lensa-yongnuo-100mm-f2-for-nikon.html,"Rp2.950.000,00"
606,Lensa Yongnuo 100mm F2 For Canon,https://galaxycamera.id/en/lensa-yongnuo-100mm-f2-for-canon.html,"Rp2.750.000,00"
607,Larmor Screen Protector For Sony A7M2/A7M3/A7R3/A7S2/ A9,https://galaxycamera.id/en/larmor-screen-protector-for-sony-a7m2-a7m3-a7r3-a7s2-a9.html,"Rp175.000,00"
608,Larmor Screen Protector For Canon Eos 1200D/1300D/1500D/2000D,https://galaxycamera.id/en/larmor-screen-protector-for-canon-eos-1200d-1300d-1500d-2000d.html,"Rp175.000,00"
609,Larmor Screen Protector For Sony A6000/A6300/A5000/A5100,https://galaxycamera.id/en/larmor-screen-protector-for-sony-a6000-a6300-a5000-a5100.html,"Rp175.000,00"
610,Lensa Yongnuo 85mm F1.8 For Canon,https://galaxycamera.id/en/lensa-yongnuo-85mm-f18-for-canon.html,"Rp2.355.000,00"
611,Larmor Screen Protector For Fujifilm X-T10/X-T20/X-30/X-T100,https://galaxycamera.id/en/larmor-screen-protector-for-fujifilm-x-t10-x-t20-x-30-x-t100.html,"Rp175.000,00"
612,Lensa Yongnuo 60mm F2 MF for Canon,https://galaxycamera.id/en/lensa-yongnuo-60mm-f2-mf-for-canon.html,"Rp3.450.000,00"
613,Larmor Screen Protector For Fujifilm X-T1/X-T2/X-A10/XA-20/X-A3/X-A5,https://galaxycamera.id/en/larmor-screen-protector-for-fujifilm-x-t1-x-t2-x-a10-xa-20-x-a3-x-a5.html,"Rp175.000,00"
614,Lensa Yongnuo 40mm F2.8 For Nikon,https://galaxycamera.id/en/lensa-yongnuo-40mm-f2-8-for-nikon.html,"Rp1.375.000,00"
615,Larmor Screen Protector For Canon Eos M6/M50/M100,https://galaxycamera.id/en/larmor-screen-protector-for-canon-eos-m6-m50-m100.html,"Rp175.000,00"
616,Lensa Sony E PZ 18-105mm F4 G OSS,https://galaxycamera.id/en/sony-e-pz-18-105mm-f4-g-oss.html,"Rp7.199.000,00"
617,Lensa Meike 85mm F2.8 Macro For Canon,https://galaxycamera.id/en/lensa-meike-85mm-f2-8-macro-for-canon.html,"Rp2.850.000,00"
618,Lensa Meike 6-11mm F3.5 M4/3-Mount For Panasonic,https://galaxycamera.id/en/lensa-meike-6-11mm-f35-m4-3-mount-for-panasonic.html,"Rp3.100.000,00"
619,Lensa Meike 12mm F2.8 EF-M Mount For Canon,https://galaxycamera.id/en/lensa-meike-12mm-f28-ef-m-mount-for-canon.html,"Rp2.550.000,00"
620,Lensa Meike 35mm F1.7 EF-M Mount For Canon,https://galaxycamera.id/en/lensa-meike-35mm-f17-efm-mount-for-canon.html,"Rp1.100.000,00"
621,Lensa Meike 28mm F2.8 For Canon,https://galaxycamera.id/en/lensa-meike-28mm-f28-for-canon.html,"Rp1.000.000,00"
622,Fujifilm X-T30 Kit XC 15-45mm Black,https://galaxycamera.id/en/fujifilm-x-t30-kit-15-45mm-black.html,"Rp15.999.000,00"
623,Fujifilm X-T30 Kit XC 15-45mm Silver,https://galaxycamera.id/en/fujifilm-x-t30-kit-15-45mm-silver.html,"Rp15.999.000,00"
624,Fujifilm X-T30 Body Black,https://galaxycamera.id/en/fujifilm-x-t30-body-black.html,"Rp13.999.000,00"
625,Fujifilm X-T30 Body Silver,https://galaxycamera.id/en/fujifilm-x-t30-body-silver.html,"Rp13.999.000,00"
626,Moza Air 2 + iFocus 3-Axis Handheld Gimbal Stabilizer,https://galaxycamera.id/en/moza-air-2-ifocus-gimbal-stabilizer.html,"Rp9.850.000,00"
627,DJI Osmo Pocket,https://galaxycamera.id/en/dji-osmo-pocket.html,"Rp5.199.000,00"
628,Olympus Pen E-PL9 Kit 14-42mm EZ White,https://galaxycamera.id/en/olympus-pen-e-pl9-kit-14-42-ez-white.html,"Rp10.499.000,00"
629,Olympus Pen E-PL9 Kit 14-42mm EZ Brown,https://galaxycamera.id/en/olympus-pen-e-pl9-kit-14-42-ez-brown.html,"Rp10.499.000,00"
630,Olympus Pen E-PL9 Kit 14-42mm EZ Black,https://galaxycamera.id/en/olympus-pen-e-pl9-kit-14-42-ez-black.html,"Rp10.499.000,00"
631,Olympus OM-D E-M10 Mark III Kit 14-42 EZ Silver,https://galaxycamera.id/en/olympus-omd-e-m10-mark-iii-kit-14-42-ez-silver.html,"Rp12.499.000,00"
632,Olympus OM-D E-M10 Mark II Kit 14-42 EZ Silver,https://galaxycamera.id/en/olympus-omd-e-m10-mark-ii-kit-14-42-ez-silver.html,"Rp7.999.000,00"
633,Rode Microphone Smart Lavalier +,https://galaxycamera.id/en/mic-rode-smart-lavalier.html,"Rp870.000,00"
634,Rode Microphone VideoMic Pro+,https://galaxycamera.id/en/mic-rode-videomic-pro.html,"Rp4.145.000,00"
635,Rode Microphone VideoMic,https://galaxycamera.id/en/mic-rode-videomic-rycote.html,"Rp1.485.000,00"
636,Tas Camera Lowepro Adventura TLZ-30 II,https://galaxycamera.id/en/tas-camera-lowepro-adventura-tlz-30-ii.html,"Rp375.000,00"
637,Tas Camera Lowepro Adventura SH-160 II,https://galaxycamera.id/en/tas-camera-lowepro-adventura-sh-160-ii.html,"Rp470.000,00"
638,Tas Camera Lowepro Adventura SH-140 II,https://galaxycamera.id/en/tas-camera-lowepro-adventura-sh-140-ii.html,"Rp400.000,00"
639,Tas Camera Lowepro Adventura SH-120 II,https://galaxycamera.id/en/tas-camera-lowepro-adventura-sh-120-ii.html,"Rp345.000,00"
640,Tas Camera Lowepro Adventura SH-100 II,https://galaxycamera.id/en/tas-camera-lowepro-adventura-sh-100-ii.html,"Rp285.000,00"
641,Tas Camera Lowepro Adventura 140,https://galaxycamera.id/en/tas-camera-lowepro-adventura-140.html,"Rp310.000,00"
642,Joby GorillaPod 3K Stand,https://galaxycamera.id/en/tripod-joby-gorillapod-3k-stand.html,"Rp820.000,00"
643,Joby GorillaPod 3K Kit,https://galaxycamera.id/en/tripod-joby-gorillapod-3k-kit.html,"Rp1.375.000,00"
644,Joby GorillaPod 1K Kit,https://galaxycamera.id/en/tripod-joby-gorillapod-1k-kit.html,"Rp699.000,00"
645,Zomei Q666 Tripod,https://galaxycamera.id/en/tripod-zomei-q666.html,"Rp799.000,00"
646,Fujifilm X-T3 Body,https://galaxycamera.id/en/fujifilm-x-t3-body.html,"Rp22.999.000,00"
647,DJI Mavic Pro Fly More Combo - Alpine White,https://galaxycamera.id/en/dji-mavic-pro-fly-more-combo-alpine-white.html,"Rp16.999.000,00"
648,DJI Mavic Air - Onyx Black,https://galaxycamera.id/en/dji-mavic-air-onyx-black.html,"Rp11.999.000,00"
649,GoPro HERO7 Silver,https://galaxycamera.id/en/gopro-hero7-silver.html,"Rp2.999.000,00"
650,Charger Baterai Fujifilm BC-W126 Original,https://galaxycamera.id/en/charger-fujifilm-bc-w126-original.html,"Rp899.000,00"
651,Baterai Wasabi Power KIT-BTR-NPW126,https://galaxycamera.id/en/baterai-wasabi-power-kit-btr-npw126.html,"Rp500.000,00"
652,Tas Camera SDV MR-503C,https://galaxycamera.id/en/tas-camera-sdv-mr-503c.html,"Rp250.000,00"
653,Baterai Fujifilm NP-W126S Original,https://galaxycamera.id/en/batt-fuji-np-w126s-ori.html,"Rp850.000,00"
654,Canon EOS 80D Body,https://galaxycamera.id/en/canon-eos-80d-body.html,"Rp15.999.000,00"
655,Fujifilm X-T20 Kit XF35mm F1.4 R Black,https://galaxycamera.id/en/fujifilm-x-t20-black-bo-xf35mm-f1-4-r.html,"Rp16.999.000,00"
656,Fujifilm Instax Mini 9 Lime Green,https://galaxycamera.id/en/fujifilm-instax-mini-9-lime-green.html,"Rp949.000,00"
657,Lensa Canon EF-M 11-22mm F/4-5.6 IS STM,https://galaxycamera.id/en/lensa-canon-ef-m-11-22mm-f4-5-6-is-stm.html,"Rp5.735.000,00"
658,Lensa Canon EF-M 22mm F/2 STM,https://galaxycamera.id/en/lensa-canon-ef-m-22mm-f2-stm.html,"Rp3.555.000,00"
659,Lensa Canon EF-M 55-200mm F/4.5-6.3 IS STM,https://galaxycamera.id/en/lensa-canon-ef-m-55-200mm-f4-5-6-3-is-stm.html,"Rp5.060.000,00"
660,Zomei Q111 Tripod,https://galaxycamera.id/en/tripod-zomei-q111.html,"Rp350.000,00"
661,Takara Flexy GorillaPod FP-555,https://galaxycamera.id/en/tripod-takara-flexy-gorilla-pod-fp-555.html,"Rp72.500,00"
662,Takara ECO-196A Light Weight Tripod,https://galaxycamera.id/en/tripod-takara-light-weight-eco-196a.html,"Rp200.000,00"
663,Takara ECO-183A Light Weight Tripod,https://galaxycamera.id/en/tripod-takara-light-weight-eco-183a.html,"Rp138.000,00"
664,Nikon D3500 Kit 18-55mm,https://galaxycamera.id/en/nikon-d3500-kit-18-55mm.html,"Rp6.999.000,00"
665,Fujifilm Instax Mini Paper Disney Princess - 10 Lembar,https://galaxycamera.id/en/fujifilm-instax-mini-paper-disney-princess.html,"Rp99.000,00"
666,Fujifilm Instax Mini Paper Pink Lemonade - 10 Lembar,https://galaxycamera.id/en/fujifilm-instax-mini-paper-pink-lemonade.html,"Rp95.000,00"
667,Fujifilm Instax Mini Paper Disney Tsumtsum - 10 Lembar,https://galaxycamera.id/en/fujifilm-instax-mini-paper-disney-tsumtsum.html,"Rp99.000,00"
668,Baterai CANON LP-E17,https://galaxycamera.id/en/baterai-canon-lp-e17.html,"Rp350.000,00"
669,Lensa 7Artisans 55mm F1.4 Sony E-Mount,https://galaxycamera.id/en/7artisans-55mm-f1-4-sony-e-mount.html,"Rp1.490.000,00"
670,Lensa 7Artisans 55mm F1.4 Fuji FX Mount,https://galaxycamera.id/en/7artisans-55mm-f1-4-fuji-fx-mount.html,"Rp1.490.000,00"
671,Lensa 7Artisans 50mm F1.8 Sony E-Mount,https://galaxycamera.id/en/7artisans-50mm-f1-8-sony-e-mount.html,"Rp800.000,00"
672,Lensa 7Artisans 50mm F1.8 Fuji FX Mount,https://galaxycamera.id/en/7artisans-50mm-f1-8-fuji-fx-mount.html,"Rp800.000,00"
673,Lensa 7Artisans 25mm F1.8 Sony E-Mount,https://galaxycamera.id/en/7artisans-25mm-f1-8-sony-e-mount.html,"Rp790.000,00"
674,Lensa 7Artisans 35mm F1.2 Sony E-Mount,https://galaxycamera.id/en/7artisans-35mm-f1-2-sony-e-mount.html,"Rp1.590.000,00"
675,Lensa Meike 25mm APS-C F1.8 X-Mount For Fujifilm,https://galaxycamera.id/en/meike-25mm-aps-c-f1-8-x-mount-for-fuji.html,"Rp1.150.000,00"
676,Lensa Meike 25mm APS-C F1.8 E-Mount For Sony,https://galaxycamera.id/en/meike-25mm-aps-c-f-8-e-mount-for-sony.html,"Rp1.100.000,00"
677,Lensa Meike 50mm Full Frame F1.7 For Sony,https://galaxycamera.id/en/meike-50mm-full-frame-f1-7-e-mount-for-sony.html,"Rp1.950.000,00"
678,Lensa Sony E20mm F2.8,https://galaxycamera.id/en/sony-e20mm-f2-8.html,"Rp2.999.000,00"
679,Lensa Sony FE85mm F1.8,https://galaxycamera.id/en/sony-fe85mm-f1-8.html,"Rp7.999.000,00"
680,Sony DSC-HX350,https://galaxycamera.id/en/sony-dsc-hx350.html,"Rp3.999.000,00"
681,Lensa Fujifilm Fujinon XC 50-230mm F/4.5-6.7 OIS II,https://galaxycamera.id/en/fujinon-xc50-230mm.html,"Rp4.160.000,00"
682,Lensa Fujifilm Fujinon XF 18mm F2 R,https://galaxycamera.id/en/fujinon-xf18mm-f2-r.html,"Rp8.999.000,00"
683,Sony A7 Mark II Kit FE 50mm F1.8,https://galaxycamera.id/en/sony-a7-markii-f-fe-50mm-f1-8.html,"Rp19.999.000,00"
684,Tas Camera SDV MR-502C Black,https://galaxycamera.id/en/tas-camera-sdv-mr-502.html,"Rp220.000,00"
685,Viltrox Mount Adapter EF-NEX IV,https://galaxycamera.id/en/auto-mount-adapter-ef-nex-ii.html,"Rp1.380.000,00"
686,Canon Mount Adapter EF-EOS M,https://galaxycamera.id/en/canon-mount-adapter-ef-eos-m.html,"Rp1.870.000,00"
687,Lensa Canon EF 85mm F/1.8 USM,https://galaxycamera.id/en/canon-ef-85mm-f-1-8-usm.html,"Rp6.130.000,00"
688,Lensa Canon EF-S 10-18mm F/4.5-5.6 IS STM,https://galaxycamera.id/en/canon-ef-s-10-18mm-f-4-5-5-6-is-stm.html,"Rp3.990.000,00"
689,Fujifilm X-A20 Kit 15-45mm Silver,https://galaxycamera.id/en/fujifilm-x-a20-15-45mm-silver.html,"Rp4.999.000,00"
690,Charger Canon LC-E5E,https://galaxycamera.id/en/charger-canon-lc-e5e.html,"Rp150.000,00"
691,Fujifilm X-T100 Kit 15-45mm Gold,https://galaxycamera.id/en/fujifilm-x-t100-gold-15-45mm.html,"Rp9.499.000,00"
692,Fujifilm X-T100 Kit 15-45mm Dark Silver,https://galaxycamera.id/en/fujifilm-x-t100-dark-silver-15-45mm.html,"Rp9.499.000,00"
693,Fujifilm X-T100 Kit 15-45mm Black,https://galaxycamera.id/en/fujifilm-x-t100-black-15-45mm.html,"Rp9.499.000,00"
694,Panasonic Lumix DC-GX9 Kit 12-32mm,https://galaxycamera.id/en/panasonic-lumix-dc-gx9.html,"Rp11.999.000,00"
695,Lensa Sony E 30mm F3.5 Macro,https://galaxycamera.id/en/sony-e-30mm-f3-5-macro.html,"Rp2.798.889,00"
696,Lensa Sony FE 28mm F2,https://galaxycamera.id/en/sony-fe-28mm-f2.html,"Rp5.999.000,00"
697,Lensa Meike 35mm F/1.7 For Fujifilm,https://galaxycamera.id/en/lensa-meike-35mm-f-1-7-for-fujifilm.html,"Rp1.000.000,00"
698,Lensa Meike 35mm F/1.7 For Sony,https://galaxycamera.id/en/lensa-meike-35mm-f-1-7-for-sony.html,"Rp1.000.000,00"
699,Sony A7 Mark II Kit FE 85mm F1.8,https://galaxycamera.id/en/sony-a7-mark-ii-sel85f1-8.html,"Rp21.999.000,00"
700,Fujifilm Instax Square SQ6 Pearl White,https://galaxycamera.id/en/fujifilm-instax-square-sq-6-pearl-white.html,"Rp2.049.000,00"
701,Fujifilm Instax Square SQ6 Graphite Grey,https://galaxycamera.id/en/fujifilm-instax-square-sq-6-gfraphite-gray.html,"Rp2.049.000,00"
702,Fujifilm Instax Square SQ6 Blush Gold,https://galaxycamera.id/en/fujifilm-instax-square-sq-6-blush-gold.html,"Rp2.049.000,00"
703,Panasonic Lumix DC-GF10 Kit 12-32mm Silver Argent,https://galaxycamera.id/en/panasonic-lumix-dc-gf10-silver-argent.html,"Rp6.999.000,00"
704,Panasonic Lumix DMC-G7 Kit 14-42mm,https://galaxycamera.id/en/panasonic-lumix-dmc-g7.html,"Rp7.499.900,00"
705,Fujifilm X-A5 Kit XC 15-45mm Dark Silver,https://galaxycamera.id/en/fujifilm-x-a5-kit-15-45mm-dark-silver.html,"Rp7.999.000,00"
706,Canon EOS 1500D Kit EF-S 18-55mm IS II,https://galaxycamera.id/en/canon-eos-1500d-kit-18-55mm.html,"Rp6.680.000,00"
707,Memory SDHC Sandisk EXTREME 128GB 90MB/s,https://galaxycamera.id/en/memory-sandisk-sdhc-extreme-128gb-90mbps.html,"Rp850.000,00"
708,Canon EOS 3000D Kit EF-S 18-55mm III,https://galaxycamera.id/en/canon-eos-3000d.html,"Rp5.290.000,00"
709,Somita ST-650 Tripod Video Professional,https://galaxycamera.id/en/tripod-somita-st-650.html,"Rp1.399.750,00"
710,Lenspen Camera,https://galaxycamera.id/en/lenspen-camera-1.html,"Rp35.000,00"
711,Lensa Fujifilm Fujinon XF 35mm F2 R WR,https://galaxycamera.id/en/fujinon-xf35mm-f2-r-wr.html,"Rp5.499.000,00"
712,Lensa Fujifilm Fujinon XF 50mm F/2 R WR,https://galaxycamera.id/en/fujinon-xf50mm-f2-r-wr.html,"Rp6.499.000,00"
713,Lensa Sony FE 50mm F1.8,https://galaxycamera.id/en/sony-fe-50mm-f1-8.html,"Rp3.799.000,00"
714,Lensa Sony E 35mm F1.8 OSS,https://galaxycamera.id/en/sony-e-35mm-f1-8-oss.html,"Rp4.499.000,00"
715,Lensa Sony E 16mm F2.8,https://galaxycamera.id/en/sony-e-16mm-f2-8.html,"Rp2.798.889,00"
716,Lensa Sony E 50mm F/1.8 OSS,https://galaxycamera.id/en/sony-e-50mm-f-1-8-oss.html,"Rp3.498.889,00"
717,Sony A6000 Kit 16-50mm Grey,https://galaxycamera.id/en/sony-a6000-grey-kit-16-50mm.html,"Rp8.999.000,00"
718,Canon EOS M50 Kit EF-M 15-45mm Black,https://galaxycamera.id/en/canon-eos-m50.html,"Rp11.200.000,00"
719,Panasonic Lumix DMC-G85 Kit 14-42mm,https://galaxycamera.id/en/panasonic-lumix-dmc-g85.html,"Rp11.999.000,00"
720,Sony Cyber-shot DSC-RX100 III,https://galaxycamera.id/en/sonycyber-shot-dsc-rx100-iii.html,"Rp6.999.000,00"
721,Canon Powershot G7X Mark II,https://galaxycamera.id/en/canon-g7x-mark-ii.html,"Rp7.970.000,00"
722,Rode Microphone VideoMic GO,https://galaxycamera.id/en/mic-rode-videomic-go.html,"Rp965.000,00"
723,Rode Microphone Video Micro,https://galaxycamera.id/en/mic-rode-videomic-micro.html,"Rp828.000,00"
724,Rode Microphone VideoMic Pro,https://galaxycamera.id/en/mic-rode-videomic-pro-rycote.html,"Rp2.735.000,00"
725,Leather Case Canon Eos M3 Black,https://galaxycamera.id/en/leather-case-canon-eos-m3-black.html,"Rp175.000,00"
726,Leather Case Sony A6000/A6300 Black,https://galaxycamera.id/en/leather-case-sony-a6000-a6300-black.html,"Rp175.000,00"
727,Tas Camera Nikon Original,https://galaxycamera.id/en/tas-camera-nikon-original.html,"Rp180.000,00"
728,Sony Cyber-Shot DSC-H300,https://galaxycamera.id/en/sony-cyber-shot-dsc-h300.html,"Rp2.299.000,00"
729,Canon Powershot SX430 IS,https://galaxycamera.id/en/canon-powershot-sx430-is.html,"Rp2.890.000,00"
730,Nikon D5600 Kit 18-55mm,https://galaxycamera.id/en/nikon-d5600-kit-1855mm.html,"Rp9.999.000,00"
731,Nikon D7200 Kit 18-140mm,https://galaxycamera.id/en/nikon-d7200-kit-18-140mm.html,"Rp16.495.000,00"
732,Nikon 1 J5 Kit 10-30mm Black,https://galaxycamera.id/en/nikon-1-j5-kit-10-30mm-black.html,"Rp4.899.000,00"
733,Nikon 1 J5 Kit 10-30mm Silver,https://galaxycamera.id/en/nikon-1-j5-kit-10-30mm-silver.html,"Rp4.899.000,00"
734,Canon EOS 80D Kit EF-S 18-55mm IS STM,https://galaxycamera.id/en/canon-eos-80d-kit-18-55mm-is-stm.html,"Rp17.950.000,00"
735,Canon EOS 77D Kit EF-S 18-55mm IS STM,https://galaxycamera.id/en/canon-eos-77d-kit-18-55mm-is-stm.html,"Rp14.690.000,00"
736,Canon EOS 750D Kit 18-55mm IS STM,https://galaxycamera.id/en/canon-eos-750d-kit-18-55mm-is-stm.html,"Rp8.690.000,00"
737,Canon EOS 200D Kit 18-55mm Silver,https://galaxycamera.id/en/canon-eos-200d-kit-18-55mm.html,"Rp9.395.000,00"
738,Canon EOS 200D Kit 18-55mm White,https://galaxycamera.id/en/canon-eos-200d-kit-18-55mm-white-paket-lengkap.html,"Rp9.395.000,00"
739,Lensa Yongnuo 50mm f/1.8 For Nikon,https://galaxycamera.id/en/lensa-yongnuo-50mm-for-nikon.html,"Rp1.200.000,00"
740,Lensa Yongnuo 50mm F/1.8 For Canon,https://galaxycamera.id/en/lensa-yongnuo-50mm-for-canon.html,"Rp795.000,00"
741,Lensa Tamron SP AF 17-50mm F/2.8 XR Di II LD Aspherical (IF) For Nikon,https://galaxycamera.id/en/lensa-tamron-17-50mm-for-nikon.html,"Rp4.400.000,00"
742,Lensa Tamron SP AF 17-50mm F/2.8 XR Di II LD Aspherical (IF) For Canon,https://galaxycamera.id/en/lensa-tamron-17-50mm-for-canon.html,"Rp4.400.000,00"
743,Lensa Tamron 18-200mm F3.5-6.3 Di II VC For Nikon,https://galaxycamera.id/en/lensa-tamron-18-200mm-f3-5-6-3-di-ii-vc-for-nikon.html,"Rp2.480.000,00"
744,Lensa Tamron 18-200mm F3.5-6.3 Di II VC For Canon,https://galaxycamera.id/en/lensa-tamron-18-2-mm-f3-5-6-di-ii-vc-for-canon.html,"Rp2.480.000,00"
745,Lensa Sony E 55-210mm F/4.5-6.3 OSS E-Mount,https://galaxycamera.id/en/lensa-sony-e-55-210mm.html,"Rp3.998.889,00"
746,Lensa Fujifilm Fujinon XF 35mm F/1.4 R,https://galaxycamera.id/en/lensa-fujifilm-xf-35mm-f-1-4-r.html,"Rp8.999.000,00"
747,Lensa Fujifilm Fujinon XF 27mm F/2.8,https://galaxycamera.id/en/lensa-fujifilm-xf-27mm-f-2-8.html,"Rp6.499.000,00"
748,Lensa Fujifilm Fujinon XF 23mm F2.0 R WR,https://galaxycamera.id/en/lensa-fujifilm-fujinon-xf-23mm-f2-0-r-wr.html,"Rp6.499.000,00"
749,Lensa Canon EF-S 24mm F/2.8 STM,https://galaxycamera.id/en/canon-ef-s-24mm-f2-8-stm.html,"Rp2.150.000,00"
750,Lensa Canon EF 50mm F/1.8 STM,https://galaxycamera.id/en/lensa-canon-ef-50mm-f-1-8-stm.html,"Rp1.845.000,00"
751,Sony A7 Mark II Kit FE 28-70mm F/3.5-5.6 OSS,https://galaxycamera.id/en/sony-a7-mark-ii-28-70.html,"Rp17.999.000,00"
752,Sony A7 Kit FE 50mm F1.8,https://galaxycamera.id/en/sony-a7-fe-50mm-f1-8.html,"Rp14.999.000,00"
753,Sony A6000 Kit 16-50mm White,https://galaxycamera.id/en/sony-a6000-white-kit-16-50mm.html,"Rp8.999.000,00"
754,Sony A6000 Kit 16-50mm Silver,https://galaxycamera.id/en/sony-a6000-silver-kit-16-50mm.html,"Rp8.999.000,00"
755,Sony A6000 Kit E 35mm F1.8 OSS,https://galaxycamera.id/en/sony-a6000-black-kit-35mm.html,"Rp9.999.000,00"
756,Sony A6000 Kit 16-50mm Black,https://galaxycamera.id/en/sony-a6000-black-kit-16-50mm.html,"Rp8.999.000,00"
757,Sony A5100 Kit 16-50mm Brown,https://galaxycamera.id/en/sony-a5100-brown-kit-16-50mm.html,"Rp8.499.000,00"
758,Sony A5100 Kit 16-50mm White,https://galaxycamera.id/en/sony-a5100-white-kit-16-50mm.html,"Rp8.499.000,00"
759,Sony A5100 Kit 16-50mm Black,https://galaxycamera.id/en/sony-a5100-black-kit-16-50mm.html,"Rp8.499.000,00"
760,Panasonic Lumix DMC-GX85 Kit 12-32mm Brown,https://galaxycamera.id/en/panasonic-lumix-dmc-gx85-brown.html,"Rp8.999.000,00"
761,Panasonic Lumix DMC-GX85 Kit 12-32mm Black,https://galaxycamera.id/en/panasonic-lumix-dmc-gx85-black.html,"Rp8.999.000,00"
762,Fujifilm X-A5 Kit 15-45mm Silver,https://galaxycamera.id/en/fujifilm-x-a5-kit-15-45mm-silver.html,"Rp7.999.000,00"
763,Fujifilm X-A5 Kit 15-45mm Pink,https://galaxycamera.id/en/fujifilm-x-a5-kit-15-45mm-pink.html,"Rp7.999.000,00"
764,Fujifilm X-A5 Kit XC 15-45mm Brown,https://galaxycamera.id/en/fujifilm-x-a5-kit-15-45mm-brown.html,"Rp7.999.000,00"
765,Fujifilm X-T20 Kit XC 16-50mm Black Noir,https://galaxycamera.id/en/fujifilm-x-t20-kit-16-50mm-black-noir.html,"Rp14.499.000,00"
766,Fujifilm X-A3 Kit 16-50mm Silver Argent,https://galaxycamera.id/en/fujifilm-x-a3-kit-16-50mm-silver.html,"Rp5.799.000,00"
767,Fujifilm X-A3 Kit 16-50mm Brown,https://galaxycamera.id/en/fujifilm-x-a3-kit-16-50mm-brown.html,"Rp5.799.000,00"
768,Canon EOS M100 Kit 15-45mm White,https://galaxycamera.id/en/canon-eos-m100-white-kit-15-45mm.html,"Rp6.060.000,00"
769,Canon EOS M100 Kit 15-45mm Black,https://galaxycamera.id/en/canon-eos-m100-black-kit-15-45.html,"Rp6.060.000,00"
770,Flash Yongnuo YN560-III Speedlite,https://galaxycamera.id/en/flash-yongnuo-yn560-iii-speedlite.html,"Rp850.000,00"
771,Flash Yongnuo Speedlite YN660,https://galaxycamera.id/en/flash-yongnuo-speedlite-yn660.html,"Rp1.050.000,00"
772,Takara ECO-193A Light Weight Tripod,https://galaxycamera.id/en/tripod-takara-light-weight-eco-193a.html,"Rp195.000,00"
773,Takara ECO-173A Light Weight Tripod,https://galaxycamera.id/en/tripod-takara-light-weight-eco-173a.html,"Rp99.000,00"
